symbol,bidPrice,bidQty,askPrice,askQty
NEOPAX,0.00000000,0.00000000,0.00000000,0.00000000
NEOUSDC,0.00000000,0.00000000,0.00000000,0.00000000
DASHBNB,0.00000000,0.00000000,0.00000000,0.00000000
DASHUSDT,29.76000000,14.86800000,29.77000000,89.88600000
NANOUSDT,0.00000000,0.00000000,0.00000000,0.00000000
OMGBNB,0.00000000,0.00000000,0.00000000,0.00000000
OMGUSDT,0.61900000,998.10000000,0.62000000,17951.70000000
THETAUSDT,0.92400000,139.90000000,0.92500000,14997.50000000
ENJUSDT,0.26730000,7315.60000000,0.26740000,1282.60000000
MITHUSDT,0.00000000,0.00000000,0.00000000,0.00000000
MATICBNB,0.00293200,254.20000000,0.00293400,934.00000000
MATICBTC,0.00002077,106.20000000,0.00002078,3695.20000000
MATICUSDT,0.76590000,3228.00000000,0.76600000,2971.70000000
ATOMBNB,0.03362000,84.03000000,0.03367000,67.48000000
ATOMBTC,0.00023820,5.34000000,0.00023830,106.68000000
ATOMUSDT,8.78700000,2.35000000,8.78800000,126.74000000
ATOMUSDC,0.00000000,0.00000000,0.00000000,0.00000000
ATOMPAX,0.00000000,0.00000000,0.00000000,0.00000000
ATOMTUSD,0.00000000,0.00000000,0.00000000,0.00000000
ETCUSDC,0.00000000,0.00000000,0.00000000,0.00000000
ETCPAX,0.00000000,0.00000000,0.00000000,0.00000000
ETCTUSD,0.00000000,0.00000000,0.00000000,0.00000000
BATUSDC,0.00000000,0.00000000,0.00000000,0.00000000
BATPAX,0.00000000,0.00000000,0.00000000,0.00000000
BATTUSD,0.00000000,0.00000000,0.00000000,0.00000000
PHBBNB,0.00000000,0.00000000,0.00000000,0.00000000
PHBBTC,0.00002067,706.50000000,0.00002071,639.20000000
PHBUSDC,0.00000000,0.00000000,0.00000000,0.00000000
PHBTUSD,0.00000000,0.00000000,0.00000000,0.00000000
PHBPAX,0.00000000,0.00000000,0.00000000,0.00000000
TFUELBNB,0.00000000,0.00000000,0.00000000,0.00000000
TFUELBTC,0.00000116,365704.00000000,0.00000117,97363.00000000
TFUELUSDT,0.04305000,178.00000000,0.04306000,1005.00000000
TFUELUSDC,0.00000000,0.00000000,0.00000000,0.00000000
TFUELTUSD,0.00000000,0.00000000,0.00000000,0.00000000
TFUELPAX,0.00000000,0.00000000,0.00000000,0.00000000
ONEBNB,0.00005076,7542.00000000,0.00005118,40000.00000000
ONEBTC,0.00000036,750955.00000000,0.00000037,1887328.00000000
ONEUSDT,0.01328000,526319.00000000,0.01329000,6054.80000000
ONETUSD,0.00000000,0.00000000,0.00000000,0.00000000
ONEPAX,0.00000000,0.00000000,0.00000000,0.00000000
ONEUSDC,0.00000000,0.00000000,0.00000000,0.00000000
FTMBNB,0.00115630,1145.00000000,0.00115830,1651.00000000
FTMBTC,0.00000820,4897.00000000,0.00000821,45336.00000000
FTMUSDT,0.30240000,592.00000000,0.30250000,12306.00000000
FTMTUSD,0.00000000,0.00000000,0.00000000,0.00000000
FTMPAX,0.00000000,0.00000000,0.00000000,0.00000000
FTMUSDC,0.00000000,0.00000000,0.00000000,0.00000000
BTCBBTC,0.00000000,0.00000000,0.00000000,0.00000000
BCPTTUSD,0.00000000,0.00000000,0.00000000,0.00000000
BCPTPAX,0.00000000,0.00000000,0.00000000,0.00000000
BCPTUSDC,0.00000000,0.00000000,0.00000000,0.00000000
ALGOBNB,0.00050800,919.00000000,0.00050900,3320.00000000
ALGOBTC,0.00000360,2185.00000000,0.00000361,158460.00000000
ALGOUSDT,0.13270000,28942.00000000,0.13280000,32335.00000000
ALGOTUSD,0.00000000,0.00000000,0.00000000,0.00000000
ALGOPAX,0.00000000,0.00000000,0.00000000,0.00000000
ALGOUSDC,0.00000000,0.00000000,0.00000000,0.00000000
USDSBUSDT,0.00000000,0.00000000,0.00000000,0.00000000
USDSBUSDS,0.00000000,0.00000000,0.00000000,0.00000000
GTOUSDT,0.00000000,0.00000000,0.00000000,0.00000000
GTOPAX,0.00000000,0.00000000,0.00000000,0.00000000
GTOTUSD,0.00000000,0.00000000,0.00000000,0.00000000
GTOUSDC,0.00000000,0.00000000,0.00000000,0.00000000
ERDBNB,0.00000000,0.00000000,0.00000000,0.00000000
ERDBTC,0.00000000,0.00000000,0.00000000,0.00000000
ERDUSDT,0.00000000,0.00000000,0.00000000,0.00000000
ERDPAX,0.00000000,0.00000000,0.00000000,0.00000000
ERDUSDC,0.00000000,0.00000000,0.00000000,0.00000000
DOGEBNB,0.00000000,0.00000000,0.00000000,0.00000000
DOGEBTC,0.00000204,4631709.00000000,0.00000205,1313225.00000000
DOGEUSDT,0.07551000,123230.00000000,0.07552000,63080.00000000
DOGEPAX,0.00000000,0.00000000,0.00000000,0.00000000
DOGEUSDC,0.00000000,0.00000000,0.00000000,0.00000000
DUSKBNB,0.00000000,0.00000000,0.00000000,0.00000000
DUSKBTC,0.00000424,5707.00000000,0.00000426,10639.00000000
DUSKUSDT,0.15650000,9562.00000000,0.15660000,1260.00000000
DUSKUSDC,0.00000000,0.00000000,0.00000000,0.00000000
DUSKPAX,0.00000000,0.00000000,0.00000000,0.00000000
BGBPUSDC,0.00000000,0.00000000,0.00000000,0.00000000
ANKRBNB,0.00000000,0.00000000,0.00000000,0.00000000
ANKRBTC,0.00000068,1468424.00000000,0.00000069,872825.00000000
ANKRUSDT,0.02527000,2522.80000000,0.02528000,99205.30000000
ANKRTUSD,0.00000000,0.00000000,0.00000000,0.00000000
ANKRPAX,0.00000000,0.00000000,0.00000000,0.00000000
ANKRUSDC,0.00000000,0.00000000,0.00000000,0.00000000
ONTPAX,0.00000000,0.00000000,0.00000000,0.00000000
ONTUSDC,0.00000000,0.00000000,0.00000000,0.00000000
WINBNB,0.00000025,268575426.00000000,0.00000026,37423165.00000000
WINBTC,0.00000000,0.00000000,0.00000000,0.00000000
WINUSDT,0.00006790,59430522.00000000,0.00006800,21999920.00000000
WINUSDC,0.00000000,0.00000000,0.00000000,0.00000000
COSBNB,0.00002127,79706.00000000,0.00002148,33821.00000000
COSBTC,0.00000015,9393990.00000000,0.00000016,16904998.00000000
COSUSDT,0.00558000,215089.50000000,0.00559000,109285.80000000
TUSDBTUSD,0.00000000,0.00000000,0.00000000,0.00000000
NPXSUSDT,0.00000000,0.00000000,0.00000000,0.00000000
NPXSUSDC,0.00000000,0.00000000,0.00000000,0.00000000
COCOSBNB,0.00000000,0.00000000,0.00000000,0.00000000
COCOSBTC,0.00000000,0.00000000,0.00000000,0.00000000
COCOSUSDT,0.00000000,0.00000000,0.00000000,0.00000000
MTLUSDT,1.58400000,2808.20000000,1.58600000,1385.90000000
TOMOBNB,0.00000000,0.00000000,0.00000000,0.00000000
TOMOBTC,0.00000000,0.00000000,0.00000000,0.00000000
TOMOUSDT,0.00000000,0.00000000,0.00000000,0.00000000
TOMOUSDC,0.00000000,0.00000000,0.00000000,0.00000000
PERLBNB,0.00000000,0.00000000,0.00000000,0.00000000
PERLBTC,0.00000000,0.00000000,0.00000000,0.00000000
PERLUSDC,0.00000000,0.00000000,0.00000000,0.00000000
PERLUSDT,0.01781000,1394.60000000,0.01783000,28729.50000000
DENTUSDT,0.00078300,1073045.00000000,0.00078400,11381113.00000000
MFTUSDT,0.00000000,0.00000000,0.00000000,0.00000000
KEYUSDT,0.00528400,13152.00000000,0.00528900,1419.00000000
STORMUSDT,0.00000000,0.00000000,0.00000000,0.00000000
DOCKUSDT,0.01829000,16229.00000000,0.01833000,4163.00000000
WANUSDT,0.20500000,634.00000000,0.20560000,157.00000000
FUNUSDT,0.00486500,56391.00000000,0.00486600,146599.00000000
CVCUSDT,0.11520000,15885.00000000,0.11540000,49275.00000000
BTTTRX,0.00000000,0.00000000,0.00000000,0.00000000
WINTRX,0.00067900,156521.10000000,0.00068000,45572536.20000000
CHZBNB,0.00027940,1370.00000000,0.00028080,10271.00000000
CHZBTC,0.00000198,207559.00000000,0.00000199,261144.00000000
CHZUSDT,0.07315000,2050.00000000,0.07316000,10271.00000000
BANDBNB,0.00000000,0.00000000,0.00000000,0.00000000
BANDBTC,0.00003940,217.90000000,0.00003954,88.80000000
BANDUSDT,1.45400000,670.80000000,1.45500000,572.10000000
BNBBUSD,261.30000000,3.57100000,261.40000000,5.89000000
BTCBUSD,36897.19000000,0.10796000,36898.54000000,0.01859000
BUSDUSDT,0.99970000,216633.00000000,0.99980000,610085.00000000
BEAMBNB,0.00000000,0.00000000,0.00000000,0.00000000
BEAMBTC,0.00000000,0.00000000,0.00000000,0.00000000
BEAMUSDT,0.00000000,0.00000000,0.00000000,0.00000000
XTZBNB,0.00000000,0.00000000,0.00000000,0.00000000
XTZBTC,0.00002227,150.80000000,0.00002232,427.50000000
XTZUSDT,0.82100000,10921.10000000,0.82200000,476.70000000
RENUSDT,0.05541200,2135.00000000,0.05543000,142.00000000
RVNUSDT,0.01724000,73745.80000000,0.01726000,56800.80000000
HCUSDT,0.00000000,0.00000000,0.00000000,0.00000000
HBARBNB,0.00023500,1629.00000000,0.00023540,8129.00000000
HBARBTC,0.00000166,842841.00000000,0.00000167,333047.00000000
HBARUSDT,0.06150000,3297613.00000000,0.06160000,806863.00000000
NKNBNB,0.00000000,0.00000000,0.00000000,0.00000000
NKNBTC,0.00000306,7273.00000000,0.00000307,10587.00000000
NKNUSDT,0.11290000,57951.00000000,0.11310000,22641.00000000
XRPBUSD,0.60100000,399092.00000000,0.60110000,4114.00000000
ETHBUSD,1987.33000000,0.03380000,1987.51000000,1.48290000
BCHABCBUSD,0.00000000,0.00000000,0.00000000,0.00000000
LTCBUSD,69.27000000,2.88700000,69.28000000,7.89600000
LINKBUSD,14.05400000,1.16000000,14.06700000,3.55000000
ETCBUSD,18.97000000,16.04000000,18.99000000,39.06000000
STXBNB,0.00235700,162.40000000,0.00236900,17069.80000000
STXBTC,0.00001671,8209.20000000,0.00001674,2116.50000000
STXUSDT,0.61670000,67.30000000,0.61680000,168.40000000
KAVABNB,0.00284300,800.00000000,0.00285600,159.20000000
KAVABTC,0.00002016,268.60000000,0.00002019,671.20000000
KAVAUSDT,0.74400000,1614.10000000,0.74500000,27406.10000000
BUSDNGN,460.49000000,354.77000000,476.85000000,66.28000000
BNBNGN,18000.00000000,0.27700000,0.00000000,0.00000000
BTCNGN,41993401.00000000,0.00060000,42091405.00000000,0.01138000
ARPABNB,0.00019370,1976.00000000,0.00019460,9845.00000000
ARPABTC,0.00000137,380479.00000000,0.00000138,247152.00000000
ARPAUSDT,0.05071000,7810.90000000,0.05074000,15604.90000000
TRXBUSD,0.00000000,0.00000000,0.00000000,0.00000000
EOSBUSD,0.00000000,0.00000000,0.00000000,0.00000000
IOTXUSDT,0.02336000,48903.00000000,0.02339000,32883.00000000
RLCUSDT,1.46100000,2662.00000000,1.46300000,2164.40000000
MCOUSDT,0.00000000,0.00000000,0.00000000,0.00000000
XLMBUSD,0.00000000,0.00000000,0.00000000,0.00000000
ADABUSD,0.37130000,7.40000000,0.37140000,905.70000000
CTXCBNB,0.00000000,0.00000000,0.00000000,0.00000000
CTXCBTC,0.00000532,3563.00000000,0.00000535,2017.00000000
CTXCUSDT,0.19660000,1845.00000000,0.19670000,140.00000000
BCHBNB,0.88200000,5.22100000,0.88300000,0.10000000
BCHBTC,0.00625000,21.89800000,0.00626000,86.94900000
BCHUSDT,230.60000000,0.83200000,230.70000000,50.74900000
BCHUSDC,0.00000000,0.00000000,0.00000000,0.00000000
BCHTUSD,230.70000000,0.43300000,231.30000000,8.86200000
BCHPAX,0.00000000,0.00000000,0.00000000,0.00000000
BCHBUSD,230.60000000,0.35000000,230.80000000,6.69300000
BTCRUB,3312451.00000000,0.00004000,3313617.00000000,0.00005000
ETHRUB,0.00000000,0.00000000,0.00000000,0.00000000
XRPRUB,0.00000000,0.00000000,0.00000000,0.00000000
BNBRUB,0.00000000,0.00000000,0.00000000,0.00000000
TROYBNB,0.00000000,0.00000000,0.00000000,0.00000000
TROYBTC,0.00000000,0.00000000,0.00000000,0.00000000
TROYUSDT,0.00268500,65749.00000000,0.00269200,1053989.00000000
BUSDRUB,0.00000000,0.00000000,0.00000000,0.00000000
QTUMBUSD,0.00000000,0.00000000,0.00000000,0.00000000
VETBUSD,0.00000000,0.00000000,0.00000000,0.00000000
VITEBNB,0.00000000,0.00000000,0.00000000,0.00000000
VITEBTC,0.00000037,869896.00000000,0.00000038,49622.00000000
VITEUSDT,0.01381000,736.30000000,0.01384000,4190.80000000
FTTBNB,0.00000000,0.00000000,0.00000000,0.00000000
FTTBTC,0.00000000,0.00000000,0.00000000,0.00000000
FTTUSDT,3.12640000,26.63000000,3.12870000,2.42000000
BTCTRY,1074054.00000000,0.00023000,1074235.00000000,0.09354000
BNBTRY,7607.00000000,0.84800000,7610.00000000,1.79600000
BUSDTRY,29.11000000,38867.00000000,29.12000000,43866.00000000
ETHTRY,57838.00000000,0.10040000,57857.00000000,0.10310000
XRPTRY,17.49200000,3514.00000000,17.49300000,205.00000000
USDTTRY,29.11000000,400644.00000000,29.12000000,1395879.00000000
USDTRUB,89.83000000,19468.00000000,89.87000000,2364.00000000
BTCEUR,33791.39000000,0.00500000,33795.09000000,0.00031000
ETHEUR,1820.26000000,0.00540000,1820.27000000,0.53780000
BNBEUR,239.30000000,1.23000000,239.40000000,3.27200000
XRPEUR,0.55040000,2419.00000000,0.55050000,1500.00000000
EURBUSD,1.09150000,262.70000000,1.09160000,1968.80000000
EURUSDT,1.09100000,179869.30000000,1.09110000,81765.60000000
OGNBNB,0.00000000,0.00000000,0.00000000,0.00000000
OGNBTC,0.00000318,23492.00000000,0.00000320,9307.00000000
OGNUSDT,0.11750000,34971.00000000,0.11760000,22611.00000000
DREPBNB,0.00000000,0.00000000,0.00000000,0.00000000
DREPBTC,0.00000728,371.00000000,0.00000729,28.00000000
DREPUSDT,0.26880000,69.00000000,0.26900000,493.00000000
BULLUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BULLBUSD,0.00000000,0.00000000,0.00000000,0.00000000
BEARUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BEARBUSD,0.00000000,0.00000000,0.00000000,0.00000000
ETHBULLUSDT,0.00000000,0.00000000,0.00000000,0.00000000
ETHBULLBUSD,0.00000000,0.00000000,0.00000000,0.00000000
ETHBEARUSDT,0.00000000,0.00000000,0.00000000,0.00000000
ETHBEARBUSD,0.00000000,0.00000000,0.00000000,0.00000000
TCTBNB,0.00000000,0.00000000,0.00000000,0.00000000
TCTBTC,0.00000000,0.00000000,0.00000000,0.00000000
TCTUSDT,0.00000000,0.00000000,0.00000000,0.00000000
WRXBNB,0.00000000,0.00000000,0.00000000,0.00000000
WRXBTC,0.00000000,0.00000000,0.00000000,0.00000000
WRXUSDT,0.11770000,1830.20000000,0.11780000,332.70000000
ICXBUSD,0.00000000,0.00000000,0.00000000,0.00000000
BTSUSDT,0.01067000,395.30000000,0.01068000,63697.10000000
BTSBUSD,0.00000000,0.00000000,0.00000000,0.00000000
LSKUSDT,1.04700000,516.30000000,1.04900000,441.40000000
BNTUSDT,0.74200000,10.60000000,0.74240000,109.10000000
BNTBUSD,0.00000000,0.00000000,0.00000000,0.00000000
LTOBNB,0.00000000,0.00000000,0.00000000,0.00000000
LTOBTC,0.00000181,1073.00000000,0.00000182,2889.00000000
LTOUSDT,0.06680000,2341.00000000,0.06700000,4954.00000000
ATOMBUSD,8.79000000,4.67000000,8.79200000,29.57000000
DASHBUSD,0.00000000,0.00000000,0.00000000,0.00000000
NEOBUSD,0.00000000,0.00000000,0.00000000,0.00000000
WAVESBUSD,0.00000000,0.00000000,0.00000000,0.00000000
XTZBUSD,0.00000000,0.00000000,0.00000000,0.00000000
EOSBULLUSDT,0.00000000,0.00000000,0.00000000,0.00000000
EOSBULLBUSD,0.00000000,0.00000000,0.00000000,0.00000000
EOSBEARUSDT,0.00000000,0.00000000,0.00000000,0.00000000
EOSBEARBUSD,0.00000000,0.00000000,0.00000000,0.00000000
XRPBULLUSDT,0.00000000,0.00000000,0.00000000,0.00000000
XRPBULLBUSD,0.00000000,0.00000000,0.00000000,0.00000000
XRPBEARUSDT,0.00000000,0.00000000,0.00000000,0.00000000
XRPBEARBUSD,0.00000000,0.00000000,0.00000000,0.00000000
BATBUSD,0.00000000,0.00000000,0.00000000,0.00000000
ENJBUSD,0.00000000,0.00000000,0.00000000,0.00000000
NANOBUSD,0.00000000,0.00000000,0.00000000,0.00000000
ONTBUSD,0.00000000,0.00000000,0.00000000,0.00000000
RVNBUSD,0.00000000,0.00000000,0.00000000,0.00000000
STRATBUSD,0.00000000,0.00000000,0.00000000,0.00000000
STRATBNB,0.00000000,0.00000000,0.00000000,0.00000000
STRATUSDT,0.00000000,0.00000000,0.00000000,0.00000000
AIONBUSD,0.00000000,0.00000000,0.00000000,0.00000000
AIONUSDT,0.00000000,0.00000000,0.00000000,0.00000000
MBLBNB,0.00000000,0.00000000,0.00000000,0.00000000
MBLBTC,0.00000000,0.00000000,0.00000000,0.00000000
MBLUSDT,0.00540800,2783.00000000,0.00541200,23589.00000000
COTIBNB,0.00018430,2064.00000000,0.00018500,1414.00000000
COTIBTC,0.00000130,182029.00000000,0.00000131,4167.00000000
COTIUSDT,0.04821000,6652.00000000,0.04823000,159.00000000
ALGOBUSD,0.13270000,27152.00000000,0.13290000,4699.00000000
BTTBUSD,0.00000000,0.00000000,0.00000000,0.00000000
TOMOBUSD,0.00000000,0.00000000,0.00000000,0.00000000
XMRBUSD,0.00000000,0.00000000,0.00000000,0.00000000
ZECBUSD,0.00000000,0.00000000,0.00000000,0.00000000
BNBBULLUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BNBBULLBUSD,0.00000000,0.00000000,0.00000000,0.00000000
BNBBEARUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BNBBEARBUSD,0.00000000,0.00000000,0.00000000,0.00000000
STPTBNB,0.00000000,0.00000000,0.00000000,0.00000000
STPTBTC,0.00000183,25447.00000000,0.00000184,37747.00000000
STPTUSDT,0.06766000,110.00000000,0.06767000,123.00000000
BTCZAR,698435.00000000,0.04986000,699807.00000000,0.02617000
ETHZAR,37634.00000000,0.02640000,37677.00000000,0.25850000
BNBZAR,0.00000000,0.00000000,0.00000000,0.00000000
USDTZAR,18.96000000,934.00000000,18.97000000,751.00000000
BUSDZAR,0.00000000,0.00000000,0.00000000,0.00000000
BTCBKRW,0.00000000,0.00000000,0.00000000,0.00000000
ETHBKRW,0.00000000,0.00000000,0.00000000,0.00000000
BNBBKRW,0.00000000,0.00000000,0.00000000,0.00000000
WTCUSDT,0.16250000,103.00000000,0.16280000,831.00000000
DATABUSD,0.00000000,0.00000000,0.00000000,0.00000000
DATAUSDT,0.02750000,412.50000000,0.02751000,1816.30000000
XZCUSDT,0.00000000,0.00000000,0.00000000,0.00000000
SOLBNB,0.21230000,41.39000000,0.21240000,45.08000000
SOLBTC,0.00150400,1.00000000,0.00150410,0.83000000
SOLUSDT,55.45000000,171.20000000,55.46000000,75.10000000
SOLBUSD,55.48000000,70.45000000,55.49000000,0.29000000
BTCIDRT,0.00,0.00000000,0.00,0.00000000
BNBIDRT,0.00,0.00000000,0.00,0.00000000
USDTIDRT,15479.00,313.00000000,15504.00,13547.00000000
BUSDIDRT,0.00,0.00000000,0.00,0.00000000
CTSIBTC,0.00000390,1396.00000000,0.00000392,16148.00000000
CTSIUSDT,0.14400000,40.00000000,0.14410000,16667.00000000
CTSIBNB,0.00055000,11948.00000000,0.00055200,153.00000000
CTSIBUSD,0.00000000,0.00000000,0.00000000,0.00000000
HIVEBNB,0.00000000,0.00000000,0.00000000,0.00000000
HIVEBTC,0.00000940,100.00000000,0.00000942,964.00000000
HIVEUSDT,0.34660000,175.00000000,0.34700000,230.00000000
CHRBNB,0.00049170,3118.00000000,0.00049340,6009.00000000
CHRBTC,0.00000348,9050.00000000,0.00000350,13271.00000000
CHRUSDT,0.12870000,4280.00000000,0.12880000,2027.00000000
